Memory MB nvidia-chip	memtotal	memfree	cached	active	buffers	inactive
503	7859.9	142.9	440.3	1911.9	7.4	506.5
504	7859.9	142.9	440.3	1911.9	7.4	506.5
505	7859.9	142.9	440.3	1911.9	7.4	506.5
506	7859.9	142.9	440.3	1911.9	7.4	506.5
507	7859.9	142.9	440.3	1911.9	7.4	506.5
508	7859.9	142.9	440.3	1911.9	7.4	506.5
509	7859.9	142.1	440.3	1913.3	7.4	506.5
510	7859.9	139.9	440.3	1915.4	7.4	506.5
511	7859.9	137.8	440.3	1917.5	7.4	506.5
512	7859.9	135.3	440.3	1920.2	7.4	506.5
513	7859.9	133	440.3	1922.1	7.4	506.5
514	7859.9	130.5	440.3	1924.6	7.4	506.5
515	7859.9	128.6	440.3	1926.7	7.4	506.5
516	7859.9	126.1	440.3	1929.2	7.4	506.5
517	7859.9	123.9	440.3	1931.3	7.4	506.5
518	7859.9	121.6	440.3	1933.6	7.4	506.5
519	7859.9	119.4	440.3	1935.8	7.4	506.5
520	7859.9	118.5	440.4	1936.7	7.4	506.5
521	7859.9	116	440.3	1939.2	7.4	506.5
522	7859.9	113.8	440.4	1941.3	7.4	506.5
523	7859.9	111.8	440.4	1943.4	7.4	506.5
524	7859.9	109.2	440.4	1945.9	7.4	506.5
525	7859.9	107.3	440.4	1948	7.4	506.5
526	7859.9	104.9	440.4	1950.5	7.4	506.5
527	7859.9	102.4	440.4	1952.6	7.4	506.5
528	7859.9	100.1	440.4	1955	7.4	506.5
529	7859.9	98.1	440.4	1957	7.4	506.5
530	7859.9	95.8	440.4	1959.1	7.4	506.5
531	7859.9	93.8	440.4	1961.3	7.4	506.5
532	7859.9	90	442.3	1963.1	7.4	508.4
533	7859.9	88	442.3	1965.1	7.4	508.4
534	7859.9	87.1	442.3	1965.9	7.4	508.4
535	7859.9	84.6	442.3	1968.4	7.4	508.4
536	7859.9	82.5	442.3	1970.8	7.4	508.4
537	7859.9	78.9	443.1	1973.9	7.4	509.2
538	7859.9	103.4	418.9	1966.4	7.1	492.4
539	7859.9	98.9	418.9	1971	7.1	492.4
540	7859.9	97.8	418.9	1972	7.1	492.4
541	7859.9	97.5	418.9	1972.4	7.1	492.4
542	7859.9	95.6	418.9	1974.3	7.1	492.4
543	7859.9	93.7	418.9	1976.2	7.1	492.4
544	7859.9	92.1	418.9	1977.8	7.1	492.4
545	7859.9	89.8	418.9	1980	7.1	492.4
546	7859.9	88.4	418.9	1981.5	7.1	492.4
547	7859.9	86.4	418.9	1983.3	7.1	492.4
548	7859.9	84.7	418.9	1985.1	7.1	492.4
549	7859.9	84	418.9	1985.8	7.1	492.4
550	7859.9	82.6	418.9	1987.3	7.1	492.4
551	7859.9	80.3	418.9	1989.6	7.1	492.4
552	7859.9	100.3	397.1	1977.8	6.4	483.8
553	7859.9	98.1	397.1	1980.1	6.4	483.8
554	7859.9	93	397.1	1985.1	6.4	483.8
555	7859.9	92.2	397.1	1986	6.4	483.8
556	7859.9	91.7	397.1	1986.5	6.4	483.8
557	7859.9	87	397.1	1991.3	6.4	483.8
558	7859.9	86.8	397.1	1991.4	6.4	483.8
559	7859.9	85.7	397.1	1992.4	6.4	483.8
560	7859.9	85.4	397.1	1992.6	6.4	483.8
561	7859.9	84.9	397.1	1993.4	6.4	483.8
562	7859.9	83.2	397.1	1995	6.4	483.8
563	7859.9	81.6	397.1	1996.6	6.4	483.8
564	7859.9	79.4	397.1	1998.6	6.4	483.8
565	7859.9	77.9	397.1	2000.2	6.4	483.8
566	7859.9	96.8	377.6	1989.1	5.3	475.8
567	7859.9	96.2	377.6	1990	5.3	475.8
568	7859.9	95.3	377.6	1990.7	5.3	475.8
569	7859.9	93.6	377.6	1992.5	5.3	475.8
570	7859.9	91.2	377.6	1994.8	5.4	475.8
571	7859.9	88.9	377.6	1997.6	5.4	475.5
572	7859.9	86.5	377.7	2000	5.4	475.3
573	7859.9	83	377.7	2003.6	5.5	475.3
574	7859.9	78.4	377.7	2008.2	5.5	475.3
575	7859.9	96	358.7	1988	5.4	477.6
576	7859.9	95.9	358.7	1988.2	5.4	477.5
577	7859.9	95.8	358.7	1988.3	5.4	477.5
578	7859.9	90.8	358.7	1993.4	5.4	477.5
579	7859.9	90.7	358.7	1993.6	5.4	477.5
580	7859.9	89.6	358.7	1994.8	5.4	477.5
581	7859.9	89.1	358.7	1995.3	5.5	477.5
582	7859.9	89.1	358.7	1994.9	5.5	477.5
583	7859.9	89.1	358.7	1994.9	5.5	477.5
584	7859.9	87.6	358.7	1996.7	5.5	477.5
585	7859.9	85.9	358.7	1998.3	5.5	477.5
586	7859.9	83.6	358.7	2000.4	5.5	477.5
587	7859.9	83	358.7	2001.2	5.5	477.5
588	7859.9	82.5	358.7	2001.7	5.5	477.5
589	7859.9	80.7	358.7	2003.5	5.5	477.5
590	7859.9	79	358.7	2005.1	5.5	477.5
591	7859.9	95.4	341.2	1996.1	5.3	470.4
592	7859.9	93.2	341.2	1998.3	5.3	470.4
593	7859.9	90.8	341.2	2000.7	5.3	470.4
594	7859.9	88.2	341.4	2003.4	5.3	470.4
595	7859.9	79.9	341.4	2011.4	5.3	470.4
596	7859.9	78.7	341.4	2012.7	5.3	470.4
597	7859.9	79	341.4	2012	5.3	470.4
598	7859.9	93.7	325.3	2003.6	5.2	464.6
599	7859.9	92.1	325.3	2005.1	5.2	464.6
600	7859.9	91.5	325.3	2005.6	5.2	464.6
601	7859.9	85.6	325.3	2011.7	5.2	464.6
602	7859.9	78.4	325.3	2018.7	5.2	464.6
603	7859.9	93.5	309.3	2010	5	458.7
604	7859.9	93.4	309.3	2009.8	5	458.7
605	7859.9	86.7	309.3	2016.5	5	458.7
606	7859.9	86.5	309.3	2016.8	5	458.7
607	7859.9	85.3	309.3	2018	5	458.7
608	7859.9	82.9	309.3	2020.3	5	458.7
609	7859.9	80.4	309.3	2022.8	5	458.7
610	7859.9	94.9	294.3	2011.3	4.7	456
611	7859.9	93.4	294.2	2012.8	4.8	455.5
612	7859.9	90.9	294.2	2015.1	4.8	455.5
613	7859.9	87.8	294.2	2018.3	4.8	455.5
614	7859.9	85.1	294.2	2021	4.8	455.5
615	7859.9	82.2	294.2	2023.6	4.8	455.5
616	7859.9	78.3	294.2	2027.5	4.8	455.5
617	7859.9	103.7	266.6	2011	3.8	446.4
618	7859.9	99.6	266.6	2014.8	3.8	446.4
619	7859.9	92.2	266.6	2022.1	3.8	446.4
620	7859.9	86.9	266.6	2027.4	3.8	446.4
621	7859.9	79.2	266.6	2035.2	3.8	446.4
622	7859.9	103	242	2021.3	3.5	436.4
623	7859.9	102.9	242	2021.4	3.5	436.4
624	7859.9	95.7	242	2028.6	3.5	436.4
625	7859.9	95.5	242	2028.4	3.5	436.4
626	7859.9	88.4	242	2035.8	3.5	436.4
627	7859.9	88.2	242	2036.2	3.5	436.4
628	7859.9	79.9	242	2044.3	3.5	436.4
629	7859.9	78.6	242	2046	3.5	436.5
630	7859.9	100.8	220	2032	3.2	427.8
631	7859.9	92.7	220	2039.9	3.2	427.8
632	7859.9	92.4	220	2040.1	3.2	427.8
633	7859.9	91.3	220	2041.4	3.2	427.8
634	7859.9	90.1	220	2042.5	3.2	427.8
635	7859.9	89.2	220	2043.5	3.2	427.8
636	7859.9	89.2	220	2043.5	3.2	427.8
637	7859.9	87	220.1	2045.6	3.2	427.8
638	7859.9	83.9	220.1	2048.7	3.2	427.8
639	7859.9	81.3	220.1	2051.2	3.2	427.8
640	7859.9	78.3	220.1	2054.3	3.2	427.8
641	7859.9	96.1	200.8	2035.5	3	428.5
642	7859.9	92.9	200.8	2038.8	3	428.5
643	7859.9	96.1	196.8	1977.4	3	489.5
644	7859.9	92.2	196.8	1981.4	3	489.5
645	7859.9	87.3	196.8	1986.3	3	489.5
646	7859.9	91.4	179.5	1987	2.8	482.9
647	7859.9	91.1	179.5	1987.2	2.8	482.9
648	7859.9	81.8	179.5	1996.5	2.8	482.9
649	7859.9	80	179.5	1998.4	2.8	482.9
650	7859.9	83.8	169.9	1984.6	6.5	494.7
651	7859.9	90.6	161.7	1990.7	6.5	488.8
652	7859.9	90.1	161.7	1990.8	6.8	488.7
653	7859.9	88	161.7	1993.5	6.8	488.8
654	7859.9	83.7	161.7	1997.8	6.8	488.8
655	7859.9	83.2	161.7	1998.3	6.8	488.8
656	7859.9	92.8	151.7	2000	6.7	485.7
657	7859.9	90.7	151.7	2002.2	6.7	485.7
658	7859.9	90.7	151.7	2002.2	6.7	485.7
659	7859.9	80	152.9	2011.5	6.7	486.9
660	7859.9	80	152.9	2011.2	6.7	486.9
661	7859.9	79.3	153.4	2012.3	6.7	486.9
662	7859.9	78	153.3	2013.4	6.7	486.9
663	7859.9	104	136.3	2001.7	6.6	481.5
664	7859.9	103.7	136.3	2001.9	6.6	481.5
665	7859.9	103.7	136.3	2001.9	6.6	481.5
666	7859.9	101.8	136.3	2003.8	6.6	481.5
667	7859.9	99.1	136.3	2006.5	6.6	481.5
668	7859.9	96.4	136.3	2009.2	6.6	481.5
669	7859.9	93.5	136.3	2012.1	6.6	481.5
670	7859.9	84.8	141.5	2019.2	6.7	482.6
671	7859.9	81.3	141.6	2023	6.7	482.3
672	7859.9	106	124.5	2020.7	5	459.9
673	7859.9	102.3	124.4	2024.3	5	459.9
674	7859.9	98.5	124.4	2028	5	459.9
675	7859.9	84.6	124.4	2042	5.1	459.9
676	7859.9	84.4	124.4	2042	5.1	459.9
677	7859.9	101.9	104.6	2032.3	4.7	453.2
678	7859.9	101.7	104.6	2032.4	4.7	453.2
679	7859.9	99.5	104.6	2034.8	4.8	453.2
680	7859.9	99.6	104.6	2034.8	4.8	453.2
681	7859.9	89.9	104.6	2044.4	4.8	453.1
682	7859.9	90	104.6	2043.9	4.8	453.1
683	7859.9	87.1	104.6	2047.3	4.8	453.1
684	7859.9	91.3	104.6	1952.5	4.8	545.9
685	7859.9	90.7	104.6	1952.9	4.8	545.9
686	7859.9	97.4	90.1	1950.5	4	541
687	7859.9	97.8	90.1	1949.5	4	541
688	7859.9	94.8	90.1	1953	4	541
689	7859.9	94.8	90.1	1953	4	541
690	7859.9	101.5	88.6	1946.7	3.7	537.1
691	7859.9	101.6	88.6	1946.1	3.7	537.1
692	7859.9	96.4	88.6	1951.8	3.7	537.1
693	7859.9	96.4	88.6	1951.8	3.7	537.1
694	7859.9	95.7	88.6	1952.4	3.7	537.1
695	7859.9	94.7	88.7	1953.5	3.7	537.2
696	7859.9	94.7	88.7	1953.5	3.7	537.2
697	7859.9	93.3	88.7	1954.9	3.7	537.2
698	7859.9	89.7	88.8	1958.3	3.7	537.2
699	7859.9	107.2	84.1	1942.3	3.4	534.1
700	7859.9	96.3	92.7	1946.1	3.5	541.7
701	7859.9	94.1	92.9	1948.1	3.5	541.8
702	7859.9	106.8	80.2	1946.3	3.4	530.6
703	7859.9	90.1	80.1	1959.7	2.6	532.4
704	7859.9	79.2	46.2	1968.4	0.4	509.3
705	7859.9	82.2	62.1	1955.3	0.7	498
706	7859.9	80.5	57.4	1954.9	1	495.5
707	7859.9	76.5	55.2	1934.1	0.9	501.2
708	7859.9	83.4	79.9	1912.6	0.9	512.1
709	7859.9	67.2	51.8	1915.2	0.4	489.7
710	7859.9	67.4	57.3	1869.1	2.5	485.7
711	7859.9	84	104.4	1798.7	1.5	483.5
712	7859.9	95.9	113.8	1770	1.4	479.1
713	7859.9	103.1	118.1	1752.9	0.9	475.2
714	7859.9	95.4	124.8	1754.9	1.1	481.4
715	7859.9	93.2	126.6	1755.3	1.5	483.2
716	7859.9	93	126.7	1755.4	1.6	483.4
717	7859.9	83.9	135.6	1756.2	1.6	491.7
718	7859.9	75.9	135.6	1764.1	1.6	491.7
719	7859.9	88.8	125.5	1756	1.5	485.2
720	7859.9	88.6	125.9	1756	1.5	485.5
721	7859.9	94	131	1751.5	1.9	479.5
722	7859.9	87.7	130.3	1754	1.9	479.3
723	7859.9	82.9	132.4	1756.6	1.9	481.8
724	7859.9	85.2	125	1755.3	2	478.2
725	7859.9	75.5	124.6	1764.2	2	478.3
726	7859.9	85.9	117.9	1759.3	1.5	476.2
727	7859.9	85.2	118.1	1759.6	1.8	476.6
728	7859.9	82.7	121	1758.9	1.8	475.8
729	7859.9	77.7	125.4	1761.8	1.8	478.1
730	7859.9	81.8	127.4	1748.3	1.7	479
731	7859.9	99.5	98.2	1740.5	2.7	465.1
732	7859.9	99	98.5	1740.6	2.7	465.2
733	7859.9	97.4	98.5	1741.1	2.8	466.2
734	7859.9	92.8	101.9	1743.1	2.8	469.4
735	7859.9	92.8	101.7	1743.2	2.8	469.4
736	7859.9	152.4	101.6	1682.4	2.8	469.4
737	7859.9	397.7	109.6	1432.3	2.8	476
738	7859.9	462.6	128.1	1368.1	2.8	478.6
739	7859.9	389.9	256	1376.4	2.8	597.5
740	7859.9	5890.6	256.9	202.5	2.9	185.6
741	7859.9	5882.5	265.5	205.8	3	190.5
742	7859.9	5882.6	265.4	205.9	3	190.6
743	7859.9	5882.6	265.4	205.9	3	190.6
744	7859.9	5882.1	265.8	206	3	191.1
745	7859.9	5881.5	266.1	206	3	191.4
746	7859.9	5875.8	271.2	206.3	3.1	196.7
747	7859.9	5875.5	271.8	206.4	3.1	197.4
748	7859.9	5875.5	271.8	206.4	3.1	197.4
749	7859.9	5875	271.8	207	3.2	197.6
750	7859.9	5872.3	273.6	207.9	3.7	199
751	7859.9	5872.3	273.6	207.9	3.7	199
752	7859.9	5867.2	275.5	209.5	3.7	204
753	7859.9	5865.2	276.8	209.5	3.7	205.2
754	7859.9	5865.2	276.8	209.5	3.7	205.2
755	7859.9	5865.2	276.8	209.5	3.7	205.2
756	7859.9	5864.7	277.4	210	3.9	205.3
757	7859.9	5864.6	277.4	210.2	3.9	205.3
758	7859.9	5864.6	277.4	210.2	3.9	205.3
759	7859.9	5864.6	277.4	210.2	3.9	205.3
760	7859.9	5864.6	277.4	210.2	3.9	205.3
761	7859.9	5864.6	277.4	210.2	3.9	205.3
