1	3935.8	1600.5	1189.1	1350.4	148.4	678.7
2	3935.8	1600.6	1189.2	1350.5	148.4	678.7
3	3935.8	1597.2	1192.2	1350.8	148.6	681.8
4	3935.8	1597	1192.2	1350.8	148.6	681.8
5	3935.8	1597.2	1192.2	1350.8	148.6	681.8
6	3935.8	1597.2	1192.2	1350.8	148.6	681.8
7	3935.8	1597	1192.2	1350.8	148.6	681.8
8	3935.8	1549.2	1192.2	1399	148.6	681.8
9	3935.8	1487.6	1192.2	1460.8	148.6	681.4
10	3935.8	1492.3	1192.2	1455.2	148.6	681.2
11	3935.8	1492.3	1192.2	1455.5	148.6	681.1
12	3935.8	1492.3	1192.2	1455.5	148.6	681.1
13	3935.8	1488.1	1192.2	1459.4	148.6	681
14	3935.8	1487.9	1192.2	1459.4	148.6	681
15	3935.8	1487.9	1192.2	1459.5	148.6	681
16	3935.8	1487.8	1192.2	1459.5	148.6	681
17	3935.8	1392.8	1192.2	1557.7	148.6	680.1
18	3935.8	1354.9	1192.2	1597.2	148.6	679
19	3935.8	1229.7	1192.2	1721.8	148.6	678.8
20	3935.8	1226	1192.2	1725.5	148.6	678.8
21	3935.8	1223.5	1192.2	1730.1	148.6	676.8
22	3935.8	1175	1192.2	1778.3	148.6	676.8
23	3935.8	1106.9	1192.2	1846.7	148.6	676.8
24	3935.8	1103.4	1192.2	1850.2	148.6	676.8
25	3935.8	1090.9	1192.2	1866.3	148.6	673.4
26	3935.8	1054.7	1192.2	1902.3	148.6	673.2
27	3935.8	1033.8	1192.2	1923.5	148.6	673.2
28	3935.8	1021	1192.2	1936.3	148.6	673.2
29	3935.8	999.5	1192.2	1956.7	148.6	673.2
30	3935.8	999.1	1192.2	1957.2	148.6	673.2
31	3935.8	997.3	1192.2	1958.4	148.6	673.2
32	3935.8	1005	1192.2	1950.4	148.6	672.3
33	3935.8	1030.1	1192.2	1925.1	148.6	672.3
34	3935.8	1029.6	1192.2	1925.1	148.6	672.3
35	3935.8	1029.3	1192.2	1927.8	148.6	669.7
36	3935.8	1039.7	1192.2	1918.6	148.6	669.6
37	3935.8	1039.7	1192.2	1918.7	148.6	669.6
38	3935.8	1039.7	1192.2	1918.7	148.6	669.6
39	3935.8	1040.4	1192.2	1918.9	148.6	669.6
40	3935.8	1040.4	1192.2	1918.9	148.6	669.7
41	3935.8	1040.2	1192.3	1919.4	148.6	669.7
42	3935.8	583.7	1192.3	2376.4	148.6	669.6
43	3935.8	583.2	1192.3	2376.6	148.6	669.6
44	3935.8	582.9	1192.3	2376.6	148.6	669.6
45	3935.8	999.6	1192.2	1961.2	148.7	669.5
46	3935.8	1047.1	1192.3	1914.2	148.7	669.6
47	3935.8	1030.8	1192.3	1929.1	148.7	669.5
48	3935.8	999.8	1192.3	1961.2	148.7	669.5
49	3935.8	999.8	1192.3	1961.2	148.7	669.6
50	3935.8	949.8	1192.3	2010.8	148.7	669.5
51	3935.8	938.7	1192.3	2021.7	148.7	669.5
